reviewer_id,rating,title,text,date,review_url
50,5,BavariaDirekt - OeRAG - Hervorragende Kundenorientierung,"Schnelle, uebersichtliche Antragsannahme. Umfangreiche Erlaeuterungen zum Rechtsschutzvertrag. Gut gefuehrte Einrichtung des Kundenkontos. Sehr gute Kundenorientierung!",2025-10-11,https://de.trustpilot.com/reviews/68ea5a3ae84d1a682e4be550
51,5,Super,Sehr gute Beratung und Leistung.,2025-10-07,https://de.trustpilot.com/reviews/68e557152aed965a7c0bfa99
52,1,Betrugsversicherung,"1. ist der Kundenservice abgrundtief schlecht. Man wird 5 mal weitergeleitet, weil jeder sagt, er seie nicht dafuer zustaendig. 2. bin ich ueber meine Mutter mitversichert, weil ich noch Studentin bin. Diese Betrugsversicherung will mir ernsthaft erzaehlen ich waere ausgerechnet bei Verkehrsrecht nicht mitversichert, bei allen anderen schon. Macht natuerlich absolut keinen Sinn wenn ich bei „Berufsrecht“ mit versichert bin, weil ich ja nur im Studentenstatus mitversichert bin. Wenn ich frage warum die das nicht unter Vertragsrecht melden, heisst es das wuerde unter Verkehrsrecht fallen, dass ich bei einem Autokauf betrogen wurde. Die Versicherung will einfach nur das Geld, wenns darauf ankommt zu funktionieren sind sie raus. Wie kann es sein, dass sogar Anwaelte mir sagen, dass das unter Privatrecht (Vertragsrecht) faellt, aber die Versicherung sucht sich einfach irgendwas aus. Wenn ich meinen Vertrag zugeschickt haben will, sind sie angeblich nicht dafuer zustaendig.",2025-10-01,https://de.trustpilot.com/reviews/68dd201f7fe196709d7a23c3
53,1,Sehr enttaeuschend,"Sehr enttaeuschend! Statt wirklich zu helfen, sucht man dort nur nach Ausreden und zieht alles unnoetig in die Laenge - eine Deckungszusage gibt es aber nicht. Die Kommunikation ist mangelhaft und auf Rueckmeldungen muss man tage- oder teils wochenlang warten. Der Preis ist zwar guenstig – aber genau das scheint der Haken zu sein. Im Ernstfall wird man im Stich gelassen. Ich haette im Nachhinein lieber etwas mehr gezahlt und dafuer die Sicherheit gehabt, dass man im Konfliktfall wirklich Unterstuetzung bekommt. Mein Rat: Lieber gleich eine andere Rechtsschutzversicherung waehlen, bei der man ernst genommen und nicht hingehalten wird. Leider absolut nicht empfehlenswert.",2025-09-28,https://de.trustpilot.com/reviews/68d97e14510fe330bbb604ac
54,1,Finger weg!,"Finger weg!Monat fuer Monat wurden die Beitraege zuverlaessig eingezogen – und das ueber Jahre hinweg. Doch als ich tatsaechlich juristische Unterstuetzung benoetigte und die Kosten von der Versicherung uebernommen werden sollten, erhielt ich kaum Rueckmeldungen auf meine E-Mails. Erst unter massivem Druck wurde ein kleiner Bruchteil der Anwaltskosten uebernommen.Ich habe den Vertrag umgehend gekuendigt.Haette ich das frueher gewusst, haette ich mich schon laengst von diesem Anbieter getrennt.",2025-08-25,https://de.trustpilot.com/reviews/68d39689314909fd76debfcc
55,1,Das ist die allerletzte Versicherung,"Das ist die allerletzte Versicherung, zahlen darf man , braucht man sie haben sie es noch nicht einmal noetig zu antworten, und bei einer Kuendigung schicken sie dir Inkasso auf den Hals, Leute lasst die Finger davon",2025-09-22,https://de.trustpilot.com/reviews/68d252c508ba7a150ebc98cb
56,5,Service super,"Service super, es schnell und kompetent geholfen, funktioniert ueber die Hotline prima! Empfehlung!",2025-08-13,https://de.trustpilot.com/reviews/68d0ea0a2a04fad95b8152db
57,5,Badezimmerschaden,Bisher hat die Versicherung in jeden Fall gut gegriffen ! Gern weiter so !,2024-09-17,https://de.trustpilot.com/reviews/68cb145ec23e8dd0551b50fd
58,1,Die Bewertungen sprechen fuer sich,Die Bewertungen sprechen fuer sich. Eine absolute Katastrophe. Ich habe eine Beschwerde geschrieben. Aufgrund dieser Beschwerde wurde ein Schaden angelegt. Ich war irritiert und habe nachgefragt weshalb hier ein Schaden angelegt wurde und habe auch geschrieben dass ich darueber sehr irritiert bin. Und Achtung festhalten: den haben sie angelegt um mich kuendigen zu koennen face with tears of joy absolute Lachnummer. Die Partneranwaelte mit denen sie zusammen arbeiten sind die Anwaelte die niemand haben will weil sie einfach grottenschlecht sind.Ich pruefe jetzt wie ich rechtlich gegen Oerag vorgehen kann. Den Spass lasse ich mir nicht nehmen.Kurzum: wer eine Rechtschutzversicherung sucht: bitte bitte nicht hier.,2025-09-17,https://de.trustpilot.com/reviews/68cb0c630547c6c6e3a310af
59,5,Alles in bester Ordnung,No review text provided.,2025-09-14,https://de.trustpilot.com/reviews/68c6a1f66b77a75e29421cc7
60,1,Leider ein absolut faules Ei die…,"Leider ein absolut faules Ei die OeRAG-Rechtschutzversicherung. Ich bin seit 10 Jahren Kunde bei der OeRAG, versichert ueber die Provinzial und habe Sie nicht einmal in Anspruch genommen. Jetzt habe ich 1x einen Betrugsfall wegen Internetkriminalitaet und die Rechtsschutzversicherung laesst mich haengen und will die Anwaltskosten nicht uebernehmen. Ich kann nur jedem empfehlen um diese Rechtschutzversicherung einen grossen Bogen zu machen. Ich muss mir jetzt wohl vermutlich einen Anwalt nehmen, um die Ablehnung der Uebernahme der Kosten bei der Rechtschutzversicherung wegen Internetbetrug durch einen Anwalt einzuklagen. Ein Treppenwitz das Ganze!",2025-07-10,https://de.trustpilot.com/reviews/68c2fb73911c8a589bf781b2
61,1,Hallo ich bin Reza Hajihosseini habe Am…,Hallo ich bin Reza Hajihosseini habe Am 2022 werbung oerag rechtschutzversicherung in Google gefunden. Ich dachte es ist korrekt und habe stutzen aber habe paar Jahre Probleme mit diese Versicherung. Ich habe ueber privat und arbeit und miete selber versichert. Bis jetzt paarmal kontaktiert mit oerag aber immer das ist nicht unsere gruende gekriegt. Paarmal Kuendigung geschickt aber oerag meine Kuendigung verzichtet und noch keine Antwort bekommen. Ich weiss es nicht was soll ich machen. Ich brauchte ein rechtschutzversicherung fuer stutzen selber aber jetzt brauche ich paar Anwalt fuer stutzen mich gegen oerag . Koennen Sie mir helfen? Ich moechte bei google auch melden dass Leute mehr nicht Fehler machen.,2025-05-11,https://de.trustpilot.com/reviews/68c1fe3a8fb5d9d54ffa94ed
62,2,Danke fuer nichts ... Besser gar nicht erst abschliessen.,"Ich bin schon viele Jahre bei der OeRAG versichert (Verkehrsrechtsschutz). Erstmalig habe ich einen Fall wegen eines Blitzers eroeffnet und man schickte mir postalisch einen Brief, in dem man nachfragte, wie viele und welche Fahrzeuge inkl. Details auf mich zugelassen sind. Brav habe ich diese Frage 2x ueber das Kundenportal beantwortet ... es herrscht Funkstille. Danke fuer nichts ... Kuendigung ist raus.",2025-09-08,https://de.trustpilot.com/reviews/68beeef3815a081e894d6c65
63,5,Der Wechsel zur OeRAG…,Der Wechsel zur OeRAG Rechtsschutzversicherung war voellig unkompliziert. Die Versicherung hat alle damit verbundenen Schritte fuer mich uebernommen. Echt Klasse!,2025-09-06,https://de.trustpilot.com/reviews/68bc23fbd708566a43cc76a7
64,1,Am telefon vom Mitarbeiter als dumm bezeichnet,"Nach 10 Jahren in denen der Beitrag stetig erhoeht wurde kam der Tag, an dem man die versicherung gebraucht hatte. Abends am Telefonwurde vom Telefon Anwalt dazu geraten, einen Anwalt in der Naehe aufzusuchen. Weil alles wegen online Betrug schnell gehen musste wurde das dann auch so gemacht.Als es dann darum ging, die Leistung zu erbringen wurde geblockt. Als ich dann am Telefon nachfragte, warum man nicht bezahlt, wurde ich dann von einem unverschaemten Typ 2x als dumm bezeichnet, als ich ihm sagte, dass er mich nicht als dumm zu bezeichnen hat sagte er, das haette er nicht gesagt und drohte mir mit einer Anzeige. Unterste Schublade diese Versicherung. Wenn man keinen Bock auf Arbeiten hat, sollte man entweder nichts mit Kunden machen, oder sich gleich arbeitslos melden.",2025-06-16,https://de.trustpilot.com/reviews/68b2c13d3b5903482e32adba
65,1,Grottenschlecht,Ich bin in eine Kontrolle gekommen und habe ein bussgeldverfahren bekommen die oerag kuemmert sich leider garnicht und laesst einen haengen in 4 Jahren 1200 euro Beitrag gezahlt leider nichts einfach nur traurig crying face am ende werde ich das busgeld bezahlen und die Versicherung niemandem empfehlen,2025-08-29,https://de.trustpilot.com/reviews/68b1760bb5641d165a0f7d9a
66,1,Keine Kostenuebernahme trotz aktueller Rechtsprechung,"Ich bin zutiefst enttaeuscht vom Geschaeftsgebaren der OeRAG. Nach 14 Jahren als treuer Kunde wurde ein Schadenfall nicht nur unter Verweis auf die AGB abgelehnt, sondern mir wurde im selben Atemzug der Vertrag gekuendigt.Das Vorgehen wirkte auf mich sehr dubios: Erst als ich einen Anwalt eingeschaltet habe, kam Bewegung in die Sache. Ploetzlich bot man mir an, immerhin zwei Drittel des Schadens in zwei Raten zu zahlen. Warum nicht gleich und warum nicht die volle Summe?Besonders frustrierend ist, dass es ein klares BGH-Urteil (Az. IV ZR 305/07) gibt, das die Versicherung in einem solchen Fall zur kompletten Zahlung verpflichten wuerde. Fuer mich fuehlt es sich so an, als wuerde man es einfach mal probieren, ob der Kunde sich wehrt.",2024-10-28,https://de.trustpilot.com/reviews/68b01bae9ca03eea8eeb9888
67,1,Bisher zwei Mal fuer eine Beratung…,"Bisher zwei Mal fuer eine Beratung angerufen und noch nie unfreundlichere und unmotiviertere Menschen am Telefon gehabt. Die Beraterin beim zweiten Telefonat hat sogar geschlafen.Man versucht in Beratungen grundsaetzlich alles abzuschmettern. Man hoert klar, das den beraten das Anliegen total egal ist, es wird auch nichts nachgefragt, weil man einfach vorgefertigte Absagetexte runterleiert die so grob zu dem Thema passen.",2025-08-14,https://de.trustpilot.com/reviews/68ac48fce38b1d83a7fca6ec
68,1,Erreichbarkeit???,Erreichbarkeit???Eine einfache und kurze telefonische (Rechts-) Auskunft gibt es offensichtlich nicht (mehr).Nach 8 und dann 16 Min. am Telefon habe ich aufgegeben. Den ADAC konnte ich sofort (!) erreichen.Es muss auch ohne KI und / oder eine Schadensmeldung klappen!,2025-06-30,https://de.trustpilot.com/reviews/68aad3a5c1cf1c15b8bd394e
69,5,Gute Erstauskuenfte,Man erhaelt regelmaessig eine kurze aber richtungsweisende Antwort wenn man Fragen zu rechtlichen Situationen hat.,2025-08-19,https://de.trustpilot.com/reviews/68a4dd63fd0903800713a62d
70,1,Ihr habt ein rechtliches Problem,"Ihr habt ein rechtliches Problem? Euch will jemand unberechtigt ans Leder? Herzlichen Glueckwunsch! Ihr seit beim Superlativ der Nutzlosigkeit gelandet! Den dort WILL man euch nicht helfen! Wenn ihr dagegen hoeren wollt, wogegen ihr alles nicht versichert seid und eure einzige Option ist, alles auf eigenen Nacken zu zahlen, dann seid dort sehr gut aufgehoben! rolling on the floor laughing Mein Rat: Spart euch den Beitrag fuer ein Freudenhaus oder was zum Saufen. Aehnlich sinnlos, aber davon habt ihr definitiv mehr. face with peeking eye",2025-08-15,https://de.trustpilot.com/reviews/689f591074c3892ae3c7eb2a
71,1,komplizierte Katastrophe,No review text provided.,2025-08-13,https://de.trustpilot.com/reviews/689cc30bcf882a91b0664604
72,1,Am Anfang schon fing alles an,"Am Anfang schon fing es an, das es nicht gleich verstanden wurde, das ich eine monatliche Abbuchung beanspruche. Erst nach Klaerung meines Bankberaters war Ruhe. Eine gute Zeit lang, lief alles gut. Bis ich umgezogen bin und die Sparkasse mir einen Umzugsservice anbot. Ich hatte drauf vertraut. Bei meinem Handyanbieter ging's schief und bei dieser Versicherung auch. Und kaum geht's schief kommt ein Inkasso Brief. Geht's noch?! Ohne Sinn und Versand.",2025-08-12,https://de.trustpilot.com/reviews/689bf9b2b8a3e269360210dd
73,5,Ich bin sehr zu frieden mit meiner Oerag…,"Ich bin sehr zu frieden mit meiner Oerag Rechtschutzversicherung, ich werde sie auf jeden Fall weiterempfehlen, danke.",2025-08-12,https://de.trustpilot.com/reviews/689b548a6536ac5f56a1a2b3
74,5,Korrekte Bearbeitung,"Korrekte, umfassende Bearbeitung meines Anliegens. Sehr gute Rechtsberatung bei Schadensmeldung.",2025-08-10,https://de.trustpilot.com/reviews/68985600208fcca49a8b3678
75,1,Kuendigung nach 13 Jahren und extrem schlechter Telefonkontakt,"Absolute Frechheit - nach 13 Jahren wird man nach zweimaliger Inanspruchnahme der Versicherung einfach gekuendigt. Und bei einem Fall werden die Kosten nach Abschluss wahrscheinlich von der Gegnerseite uebernommen. Bei telefonischem Kontakt, um ueber die Gruende der Kuendigung zu sprechen wird man herablassend behandelt und bekommt als Antwort, dass jeder ein Kuendigungsrecht hat, auch die Versicherung, und dass sie dann keine Begruendung fuer die Kuendigung abgeben muessen. Absolut kein Gespraech moeglich und extrem unfreundlich. Nie wieder!",2025-08-07,https://de.trustpilot.com/reviews/6894a115e463f2d73cec0a89
76,1,Recht als Mieter auf Untervermietung gilt nicht versichert,"Ich habe eine Rechtschutz als Mieter einer Wohnung. Nun moechte ich (erneut) einen Teil der Wohnung aus berechtigtem Interesse untervermieten.Da der Vermieter allerdings die Zustimmung verweigert, wollte ich die unter anderem fuer mich genau fuer diesen Fall abgeschlossene Rechtschutz nutzen. Beim Servicetelefon wird mir jedoch mitgeteilt, dass ich fuer diesen Fall eine Vermieter-Rechtschutz benoetige. Was fuer mich totaler Quatsch ist, da es sich um mein Recht als Mieter handelt, dass es durchzusetzen gibt. Ich bereite gerade sowohl die Pruefung durch den Verbraucherschutz als auch den Versicherungs-Ombudsmensch vor.",2025-08-01,https://de.trustpilot.com/reviews/68946b70b0d45c701215c166
77,1,Wenn man sein Recht einklagen will,"Nach ca. 7 Jahren habe ich heute die Kuendigung erhalten, da Zitat „die Aufwendungen jedoch so erheblich"" sind, dass mein Vertrag nicht mehr fortgesetzt werden kann.Vielen Dank liebe Oerag Rechtschutz dafuer dass sie ihre Kunden belohnen, wenn diese zwei mal erfolgreich nach Kuendigungen gegen den ehemaligen Arbeitgeber nicht gezahlte Geldbetraege eingeklagt haben und einmal erfolgreich gegen einen ehemaligen Vermieter, der der Meinung war die Kaution einbehalten zu koennen.Ich werde definitiv meine Erfahrungen erzaehlen, wenn ich nach diesem Rechtschutz gefragt werde",2025-08-05,https://de.trustpilot.com/reviews/68924e318b1a7b4f0ed564a6
78,1,Absolute Enttaeuschung,"Absolute Enttaeuschung. Nicht nur dass sie zur Sparkasse Gehoeren, nein sie stornieren einfach das Einzugsverfahren da es einmal nicht geklappt hat. Teilen das nichtmal mit und kommen dir dann mit Inkasso. Dazu voellig ueberhoehte Preise im Vergleich zu anderen Anbietern. Dazu kommst nur jaehrlich aus dem Vertrag raus. Hab sie zum Glueck nie gebraucht aber da sind die positiven Erfahrungen scheinbar auch Recht ueberschaubar",2025-08-02,https://de.trustpilot.com/reviews/688e115c340c29582967e7f4
79,1,Zu umstaendlich bei mein Recht.de.,"Zu umstaendlich bei mein Recht.de.Am Telefon im Servicecenter hat keiner Ahnung.Gut, dass ich bereits gekuendigt habe...nie wieder Oerag Vrsicherung.",2025-08-02,https://de.trustpilot.com/reviews/688e04e9e186ac8c033e5bb4
80,1,Absolut enttaeuschend,"Absolut enttaeuschend – nie wieder!Ich bin mehr als unzufrieden mit dem Service dieser Rechtsschutzversicherung. Die Kundenfreundlichkeit ist schlicht nicht vorhanden. Besonders negativ ist mir Frau Winter aus der Mahnabteilung aufgefallen, die sich in keiner Weise bemueht hat, mir weiterzuhelfen – im Gegenteil: Ich wurde abgewimmelt und herablassend behandelt.Es scheint, als haette niemand dort wirklich Ahnung von den eigenen Leistungen. Jede Kontaktperson gibt eine andere Auskunft, was zu voelliger Verwirrung fuehrt. Anstatt loesungsorientiert zu handeln, wird man von oben herab behandelt, teilweise sogar verspottet.So etwas ist absolut inakzeptabel – gerade bei einer Versicherung, von der man im Ernstfall professionelle Unterstuetzung erwartet. Ich kann jedem nur davon abraten, hier einen Vertrag abzuschliessen. Fuer mich kommt diese Versicherung definitiv nicht mehr in Frage.",2025-08-01,https://de.trustpilot.com/reviews/688dbd06aa73665b36971d35
81,5,TOP Service,TOP Service ! ... Sehr Gute Beratung ! ... Sehr schnelle Schadensaufnahme und - regulierung !,2025-07-30,https://de.trustpilot.com/reviews/688a11a5f59876337e65ea56
82,3,Aenderungen dauern zu lange,"Nach 2 Wochen wurde eine Aenderung immer noch nicht bearbeitet, das geht gar nicht. Die Versicherung ist nicht zu empfehlen. Kundenservice gleich null.",2025-07-30,https://de.trustpilot.com/reviews/6889f8080221cb58f000b3c7
83,5,"eine ErZuverlaessig, professionell und kundenorientiert – absolut empfehlenswertfahrungen mit der OeRAG…","eine Erfahrungen mit der OeRAG Rechtsschutzversicherung sind durchweg positiv.Besonders hervorzuheben ist das benutzerfreundliche Kundenportal „Mein Rechtsschutz“, ueber das man Schadenfaelle schnell und unkompliziert melden und den Bearbeitungsstand jederzeit einsehen kann.In allen Situationen, in denen ich rechtliche Unterstuetzung benoetigte – sei es in Auseinandersetzungen mit meinem Vermieter oder in einem komplexeren Fall mit einem anderen Rechtsanwalt – hat sich die OeRAG als absolut verlaesslicher und professioneller Partner erwiesen. Die Versicherung hat saemtliche nachvollziehbaren Kosten uebernommen und ihre vertraglichen Verpflichtungen vollstaendig und termingerecht erfuellt.Ich kann die OeRAG Rechtsschutzversicherung daher uneingeschraenkt weiterempfehlen.",2025-07-24,https://de.trustpilot.com/reviews/68823ed31e0d4d8f1ffd2d0f
84,1,Gut solange man den Rechtsschutz nicht benoetigt,"Es ist doch immer wieder toll wie sich die Versicherungen aus der Verantwortung ziehen. Diesen Rechtsschutz braucht kein Mensch. Die Bewertungen auf diesem Portal sprechen Baende. Was nuetzen grossartige Versprechen und sehr gute Leistungen gegenueber anderen Rechtsschutzversicherungen, wenn die Leistung doch abgelehnt werden. Tip von mir, suchen Sie sich eine andere Versicherung.",2025-05-12,https://de.trustpilot.com/reviews/687b65850ba92d980f11af88
